text,intent,tema,lokasi,budget_min,budget_max,jumlah_tamu,tipe_acara,venue,waktu
venue batak bekasi 250 150jt-200jt akad+resepsi hotel siang,cari_venue,batak,bekasi,150000000,200000000,250,akad+resepsi,hotel,siang
catering sunda jakarta barat 600 120jt-180jt lamaran cafe,cari_catering,sunda,jakarta barat,120000000,180000000,600,lamaran,cafe,pagi
cek minang bali 80 50jt-70jt gedung,tanya_kemungkinan,minang,bali,50000000,70000000,80,akad,gedung,malam
vendor sunda garut 200 70jt-90jt akad+resepsi hotel,cari_vendor,sunda,garut,70000000,90000000,200,akad+resepsi,hotel,
venue bugis cirebon 400 <= 10jt resepsi,cari_venue,bugis,cirebon,0,10000000,400,resepsi,masjid,siang
cek sunda surabaya 180 70jt-90jt lamaran+akad rumah,tanya_kemungkinan,sunda,surabaya,70000000,90000000,180,lamaran+akad,rumah,
cek jawa jakarta selatan 550 120jt-150jt akad,tanya_kemungkinan,jawa,jakarta selatan,120000000,150000000,550,akad,restoran,weekday
cek modern padang 200 180jt-250jt resepsi rumah,tanya_kemungkinan,modern,padang,180000000,250000000,200,resepsi,rumah,siang
catering minang garut 180 80jt-100jt akad+resepsi villa,cari_catering,minang,garut,80000000,100000000,180,akad+resepsi,villa,
vendor rustic bandung 600 200jt-250jt resepsi kebun siang,cari_vendor,rustic,bandung,200000000,250000000,600,resepsi,kebun,siang
vendor modern tasikmalaya 120 50jt-60jt akad,cari_vendor,modern,tasikmalaya,50000000,60000000,120,akad,resort,malam
vendor minang garut 600 <= 20jt restoran malam,cari_vendor,minang,garut,0,20000000,600,akad+resepsi,restoran,malam
venue modern malang 120 150jt-200jt akad ballroom pagi,cari_venue,modern,malang,150000000,200000000,120,akad,ballroom,pagi
catering batak tasikmalaya 350 lamaran rooftop siang,cari_catering,batak,tasikmalaya,0,5000000,350,lamaran,rooftop,siang
catering minang depok 600 80jt-100jt lamaran+akad villa,cari_catering,minang,depok,80000000,100000000,600,lamaran+akad,villa,
cek sunda medan 550 <= 20jt resepsi ballroom siang,tanya_kemungkinan,sunda,medan,0,20000000,550,resepsi,ballroom,siang
estimasi batak malang 80 akad+resepsi masjid,estimasi_budget,batak,malang,0,0,80,akad+resepsi,masjid,weekday
venue melayu medan 20 30jt-50jt akad,cari_venue,melayu,medan,30000000,50000000,20,akad,rooftop,malam
dekor internasional tasikmalaya 350 <= 8jt lamaran outdoor,cari_dekor,internasional,tasikmalaya,0,8000000,350,lamaran,outdoor,weekday
catering bugis garut 250 70jt-90jt lamaran+akad outdoor,cari_catering,bugis,garut,70000000,90000000,250,lamaran+akad,outdoor,malam
catering minimalis depok 50 <= 5jt lamaran+akad hotel,cari_catering,minimalis,depok,0,5000000,50,lamaran+akad,hotel,weekday
paket bugis bogor 100 60jt-80jt akad+resepsi outdoor,cari_rekomendasi_paket,bugis,bogor,60000000,80000000,100,akad+resepsi,outdoor,
dekor jawa sentul 550 <= 5jt lamaran restoran,cari_dekor,jawa,sentul,0,5000000,550,lamaran,restoran,minggu
vendor batak makassar 180 70jt-90jt lamaran gedung minggu,cari_vendor,batak,makassar,70000000,90000000,180,lamaran,gedung,minggu
cek bugis surakarta 120 200jt-300jt akad gedung,tanya_kemungkinan,bugis,surakarta,200000000,300000000,120,akad,gedung,minggu
estimasi modern pekanbaru 550 estimasi akad rumah,estimasi_budget,modern,pekanbaru,0,0,550,akad,rumah,
venue batak jakarta selatan 450 40jt-60jt resort siang,cari_venue,batak,jakarta selatan,40000000,60000000,450,akad+resepsi,resort,siang
cek minimalis tasikmalaya 600 5jt-10jt lamaran villa minggu,tanya_kemungkinan,minimalis,tasikmalaya,5000000,10000000,600,lamaran,villa,minggu
catering batak semarang 20 40jt-50jt akad+resepsi rooftop,cari_catering,batak,semarang,40000000,50000000,20,akad+resepsi,rooftop,pagi
catering bugis bogor 180 resepsi resort,cari_catering,bugis,bogor,20000000,40000000,180,resepsi,resort,weekday
cek rustic bandung 600 120jt-150jt cafe,tanya_kemungkinan,rustic,bandung,120000000,150000000,600,akad+resepsi,cafe,siang
venue batak yogyakarta 300 80jt-100jt lamaran rumah,cari_venue,batak,yogyakarta,80000000,100000000,300,lamaran,rumah,pagi
cek melayu jakarta selatan 80 <= 10jt outdoor siang,tanya_kemungkinan,melayu,jakarta selatan,0,10000000,80,lamaran+akad,outdoor,siang
catering minimalis jakarta timur 180 5jt-15jt akad minggu,cari_catering,minimalis,jakarta timur,5000000,15000000,180,akad,villa,minggu
vendor rustic makassar 180 100jt-150jt akad+resepsi taman,cari_vendor,rustic,makassar,100000000,150000000,180,akad+resepsi,taman,pagi
venue bugis cirebon 600 40jt-50jt resepsi hotel,cari_venue,bugis,cirebon,40000000,50000000,600,resepsi,hotel,malam
dekor minimalis garut 400 40jt-60jt minggu,cari_dekor,minimalis,garut,40000000,60000000,400,akad+resepsi,restoran,minggu
venue melayu jakarta timur 120 30jt-40jt akad+resepsi outdoor,cari_venue,melayu,jakarta timur,30000000,40000000,120,akad+resepsi,outdoor,minggu
paket internasional pekanbaru 100 30jt-50jt akad pagi,cari_rekomendasi_paket,internasional,pekanbaru,30000000,50000000,100,akad,hotel,pagi
paket bugis padang 30 80jt-90jt ballroom,cari_rekomendasi_paket,bugis,padang,80000000,90000000,30,resepsi,ballroom,minggu
cek jawa surabaya 350 5jt-15jt akad gedung,tanya_kemungkinan,jawa,surabaya,5000000,15000000,350,akad,gedung,siang
paket rustic cirebon 80 <= 8jt kebun,cari_rekomendasi_paket,rustic,cirebon,0,8000000,80,akad,kebun,
dekor batak padang 30 <= 20jt lamaran taman,cari_dekor,batak,padang,0,20000000,30,lamaran,taman,minggu
estimasi minimalis malang 20 estimasi akad hotel,estimasi_budget,minimalis,malang,0,0,20,akad,hotel,pagi
cek minang malang 20 150jt-200jt akad rooftop,tanya_kemungkinan,minang,malang,150000000,200000000,20,akad,rooftop,pagi
venue jawa sentul 20 <= 10jt lamaran kebun,cari_venue,jawa,sentul,0,10000000,20,lamaran,kebun,
vendor minang bali 200 10jt-30jt lamaran masjid,cari_vendor,minang,bali,10000000,30000000,200,lamaran,masjid,
paket mix_sunda_jawa garut 30 80jt-100jt akad outdoor,cari_rekomendasi_paket,mix_sunda_jawa,garut,80000000,100000000,30,akad,outdoor,malam
vendor batak padang 30 80jt-100jt lamaran+akad resort,cari_vendor,batak,padang,80000000,100000000,30,lamaran+akad,resort,weekday
vendor mix_sunda_jawa tasikmalaya 350 5jt-15jt resepsi resort,cari_vendor,mix_sunda_jawa,tasikmalaya,5000000,15000000,350,resepsi,resort,
paket melayu bogor 200 120jt-180jt akad restoran,cari_rekomendasi_paket,melayu,bogor,120000000,180000000,200,akad,restoran,weekday
cek minang semarang 450 70jt-90jt akad outdoor,tanya_kemungkinan,minang,semarang,70000000,90000000,450,akad,outdoor,pagi
estimasi jawa jakarta timur 20 lamaran+akad gedung,estimasi_budget,jawa,jakarta timur,0,0,20,lamaran+akad,gedung,pagi
estimasi melayu garut 350 estimasi resepsi kebun minggu,estimasi_budget,melayu,garut,0,0,350,resepsi,kebun,minggu
vendor minimalis surabaya 80 70jt-90jt lamaran+akad masjid,cari_vendor,minimalis,surabaya,70000000,90000000,80,lamaran+akad,masjid,malam
catering rustic garut 120 50jt-60jt akad+resepsi,cari_catering,rustic,garut,50000000,60000000,120,akad+resepsi,resort,siang
catering sunda bogor 120 90jt-105jt akad+resepsi rooftop pagi,cari_catering,sunda,bogor,90000000,105000000,120,akad+resepsi,rooftop,pagi
dekor mix_sunda_jawa depok 50 <= 5jt akad+resepsi,cari_dekor,mix_sunda_jawa,depok,0,5000000,50,akad+resepsi,cafe,
paket internasional depok 30 <= 8jt lamaran rumah pagi,cari_rekomendasi_paket,internasional,depok,0,8000000,30,lamaran,rumah,pagi
venue minimalis bekasi 500 30jt-50jt lamaran minggu,cari_venue,minimalis,bekasi,30000000,50000000,500,lamaran,outdoor,minggu
venue rustic malang 450 30jt-50jt akad pantai,cari_venue,rustic,malang,30000000,50000000,450,akad,pantai,pagi
vendor rustic surakarta 550 <= 10jt akad+resepsi masjid siang,cari_vendor,rustic,surakarta,0,10000000,550,akad+resepsi,masjid,siang
estimasi batak surabaya 350 estimasi lamaran restoran,estimasi_budget,batak,surabaya,0,0,350,lamaran,restoran,
estimasi minang makassar 350 estimasi resepsi pantai,estimasi_budget,minang,makassar,0,0,350,resepsi,pantai,pagi
cek internasional garut 30 100jt-150jt resepsi,tanya_kemungkinan,internasional,garut,100000000,150000000,30,resepsi,taman,siang
estimasi jawa medan 400 estimasi resepsi resort malam,estimasi_budget,jawa,medan,0,0,400,resepsi,resort,malam
venue minang makassar 150 150jt-175jt lamaran siang,cari_venue,minang,makassar,150000000,175000000,150,lamaran,resort,siang
estimasi modern surabaya 600 estimasi lamaran villa,estimasi_budget,modern,surabaya,0,0,600,lamaran,villa,malam
estimasi melayu padang 80 estimasi akad+resepsi minggu,estimasi_budget,melayu,padang,0,0,80,akad+resepsi,hotel,minggu
venue jawa jakarta pusat 600 5jt-15jt akad ballroom weekday,cari_venue,jawa,jakarta pusat,5000000,15000000,600,akad,ballroom,weekday
cek minang jakarta timur 350 50jt-70jt akad+resepsi,tanya_kemungkinan,minang,jakarta timur,50000000,70000000,350,akad+resepsi,taman,
venue sunda jakarta timur 120 lamaran cafe,cari_venue,sunda,jakarta timur,150000000,200000000,120,lamaran,cafe,
dekor modern sentul 150 <= 10jt akad taman pagi,cari_dekor,modern,sentul,0,10000000,150,akad,taman,pagi
catering rustic jakarta selatan 50 5jt-15jt resepsi gedung,cari_catering,rustic,jakarta selatan,5000000,15000000,50,resepsi,gedung,
catering bugis bali 500 5jt-15jt lamaran cafe malam,cari_catering,bugis,bali,5000000,15000000,500,lamaran,cafe,malam
estimasi minimalis malang 20 estimasi lamaran resort,estimasi_budget,minimalis,malang,0,0,20,lamaran,resort,
catering modern jakarta selatan 180 lamaran hotel,cari_catering,modern,jakarta selatan,200000000,300000000,180,lamaran,hotel,
vendor minimalis garut 200 150jt-200jt lamaran+akad resort,cari_vendor,minimalis,garut,150000000,200000000,200,lamaran+akad,resort,
cek minimalis jakarta timur 300 180jt-215jt akad+resepsi villa,tanya_kemungkinan,minimalis,jakarta timur,180000000,215000000,300,akad+resepsi,villa,siang
paket internasional garut 550 <= 5jt pantai minggu,cari_rekomendasi_paket,internasional,garut,0,5000000,550,lamaran+akad,pantai,minggu
cek sunda bekasi 550 lamaran villa malam,tanya_kemungkinan,sunda,bekasi,200000000,250000000,550,lamaran,villa,malam
catering bugis bogor 250 80jt-100jt lamaran kebun,cari_catering,bugis,bogor,80000000,100000000,250,lamaran,kebun,weekday
venue bugis makassar 180 70jt-80jt lamaran gedung malam,cari_venue,bugis,makassar,70000000,80000000,180,lamaran,gedung,malam
cek batak bekasi 50 <= 5jt cafe,tanya_kemungkinan,batak,bekasi,0,5000000,50,lamaran,cafe,weekday
paket sunda puncak 250 <= 8jt lamaran taman,cari_rekomendasi_paket,sunda,puncak,0,8000000,250,lamaran,taman,
cek jawa padang 300 <= 20jt akad rumah,tanya_kemungkinan,jawa,padang,0,20000000,300,akad,rumah,pagi
paket batak tasikmalaya 300 150jt-200jt resepsi taman,cari_rekomendasi_paket,batak,tasikmalaya,150000000,200000000,300,resepsi,taman,pagi
paket batak depok 80 20jt-40jt lamaran taman,cari_rekomendasi_paket,batak,depok,20000000,40000000,80,lamaran,taman,siang
cek bugis pekanbaru 450 40jt-50jt resepsi,tanya_kemungkinan,bugis,pekanbaru,40000000,50000000,450,resepsi,outdoor,
dekor minang malang 30 10jt-30jt akad+resepsi rooftop,cari_dekor,minang,malang,10000000,30000000,30,akad+resepsi,rooftop,minggu
estimasi internasional depok 30 estimasi lamaran ballroom,estimasi_budget,internasional,depok,0,0,30,lamaran,ballroom,siang
dekor modern surabaya 180 50jt-70jt akad+resepsi,cari_dekor,modern,surabaya,50000000,70000000,180,akad+resepsi,pantai,siang
cek melayu puncak 100 50jt-60jt akad hotel,tanya_kemungkinan,melayu,puncak,50000000,60000000,100,akad,hotel,pagi
vendor rustic semarang 100 180jt-215jt restoran,cari_vendor,rustic,semarang,180000000,215000000,100,lamaran,restoran,siang
estimasi internasional malang 180 estimasi akad+resepsi villa pagi,estimasi_budget,internasional,malang,0,0,180,akad+resepsi,villa,pagi
venue rustic yogyakarta 500 60jt-80jt akad ballroom pagi,cari_venue,rustic,yogyakarta,60000000,80000000,500,akad,ballroom,pagi
cek rustic makassar 200 40jt-60jt lamaran gedung,tanya_kemungkinan,rustic,makassar,40000000,60000000,200,lamaran,gedung,pagi
paket rustic jakarta timur 500 <= 10jt lamaran outdoor weekday,cari_rekomendasi_paket,rustic,jakarta timur,0,10000000,500,lamaran,outdoor,weekday
cek minimalis sentul 20 180jt-250jt resepsi outdoor minggu,tanya_kemungkinan,minimalis,sentul,180000000,250000000,20,resepsi,outdoor,minggu
dekor bugis puncak 20 150jt-200jt resort pagi,cari_dekor,bugis,puncak,150000000,200000000,20,akad,resort,pagi
cek mix_sunda_jawa puncak 50 akad+resepsi gedung,tanya_kemungkinan,mix_sunda_jawa,puncak,0,10000000,50,akad+resepsi,gedung,siang
venue rustic semarang 100 90jt-120jt resepsi resort,cari_venue,rustic,semarang,90000000,120000000,100,resepsi,resort,weekday
dekor modern bekasi 30 80jt-100jt kebun,cari_dekor,modern,bekasi,80000000,100000000,30,lamaran+akad,kebun,
cek jawa surabaya 80 80jt-100jt resepsi villa,tanya_kemungkinan,jawa,surabaya,80000000,100000000,80,resepsi,villa,malam
cek jawa padang 550 akad resort,tanya_kemungkinan,jawa,padang,50000000,70000000,550,akad,resort,
vendor minang garut 150 200jt-300jt lamaran rooftop,cari_vendor,minang,garut,200000000,300000000,150,lamaran,rooftop,weekday
venue internasional puncak 350 70jt-90jt akad+resepsi resort,cari_venue,internasional,puncak,70000000,90000000,350,akad+resepsi,resort,malam
paket jawa medan 20 <= 10jt resepsi kebun siang,cari_rekomendasi_paket,jawa,medan,0,10000000,20,resepsi,kebun,siang
paket jawa jakarta timur 350 30jt-50jt lamaran siang,cari_rekomendasi_paket,jawa,jakarta timur,30000000,50000000,350,lamaran,pantai,siang
estimasi rustic surabaya 100 estimasi malam,estimasi_budget,rustic,surabaya,0,0,100,lamaran,rumah,malam
dekor melayu garut 300 akad gedung siang,cari_dekor,melayu,garut,80000000,100000000,300,akad,gedung,siang
dekor minang makassar 100 120jt-150jt lamaran+akad gedung,cari_dekor,minang,makassar,120000000,150000000,100,lamaran+akad,gedung,weekday
paket sunda garut 80 90jt-120jt resepsi,cari_rekomendasi_paket,sunda,garut,90000000,120000000,80,resepsi,villa,malam
vendor melayu yogyakarta 120 akad+resepsi rumah,cari_vendor,melayu,yogyakarta,0,10000000,120,akad+resepsi,rumah,pagi
venue minimalis surakarta 550 200jt-300jt akad gedung,cari_venue,minimalis,surakarta,200000000,300000000,550,akad,gedung,malam
dekor batak bekasi 250 20jt-30jt lamaran restoran siang,cari_dekor,batak,bekasi,20000000,30000000,250,lamaran,restoran,siang
vendor modern bogor 80 150jt-200jt lamaran+akad pantai,cari_vendor,modern,bogor,150000000,200000000,80,lamaran+akad,pantai,
paket minimalis bali 80 120jt-150jt akad pantai,cari_rekomendasi_paket,minimalis,bali,120000000,150000000,80,akad,pantai,minggu
estimasi minang malang 450 estimasi akad+resepsi villa,estimasi_budget,minang,malang,0,0,450,akad+resepsi,villa,weekday
paket internasional medan 180 60jt-80jt akad+resepsi gedung,cari_rekomendasi_paket,internasional,medan,60000000,80000000,180,akad+resepsi,gedung,minggu
paket sunda puncak 20 90jt-120jt lamaran+akad rumah,cari_rekomendasi_paket,sunda,puncak,90000000,120000000,20,lamaran+akad,rumah,weekday
catering rustic cirebon 200 120jt-180jt resepsi,cari_catering,rustic,cirebon,120000000,180000000,200,resepsi,outdoor,minggu
cek jawa makassar 400 180jt-250jt akad+resepsi resort,tanya_kemungkinan,jawa,makassar,180000000,250000000,400,akad+resepsi,resort,malam
cek modern depok 400 60jt-80jt akad+resepsi,tanya_kemungkinan,modern,depok,60000000,80000000,400,akad+resepsi,restoran,minggu
vendor mix_sunda_jawa tasikmalaya 500 70jt-80jt akad+resepsi taman,cari_vendor,mix_sunda_jawa,tasikmalaya,70000000,80000000,500,akad+resepsi,taman,
paket batak sentul 120 10jt-20jt akad rumah,cari_rekomendasi_paket,batak,sentul,10000000,20000000,120,akad,rumah,siang
estimasi bugis depok 100 estimasi akad+resepsi kebun,estimasi_budget,bugis,depok,0,0,100,akad+resepsi,kebun,minggu
paket bugis jakarta barat 250 <= 20jt lamaran+akad hotel,cari_rekomendasi_paket,bugis,jakarta barat,0,20000000,250,lamaran+akad,hotel,minggu
estimasi batak sentul 120 estimasi akad kebun malam,estimasi_budget,batak,sentul,0,0,120,akad,kebun,malam
cek modern bekasi 150 <= 20jt lamaran ballroom minggu,tanya_kemungkinan,modern,bekasi,0,20000000,150,lamaran,ballroom,minggu
estimasi rustic tasikmalaya 200 estimasi resepsi outdoor,estimasi_budget,rustic,tasikmalaya,0,0,200,resepsi,outdoor,weekday
vendor minang medan 20 120jt-150jt akad+resepsi pantai,cari_vendor,minang,medan,120000000,150000000,20,akad+resepsi,pantai,minggu
cek internasional garut 300 30jt-50jt akad+resepsi resort,tanya_kemungkinan,internasional,garut,30000000,50000000,300,akad+resepsi,resort,
venue jawa cirebon 300 70jt-90jt lamaran hotel,cari_venue,jawa,cirebon,70000000,90000000,300,lamaran,hotel,weekday
venue minang tasikmalaya 20 lamaran masjid,cari_venue,minang,tasikmalaya,5000000,15000000,20,lamaran,masjid,
estimasi minimalis tasikmalaya 150 estimasi lamaran+akad rooftop malam,estimasi_budget,minimalis,tasikmalaya,0,0,150,lamaran+akad,rooftop,malam
catering minang bandung 500 200jt-250jt akad+resepsi gedung,cari_catering,minang,bandung,200000000,250000000,500,akad+resepsi,gedung,
venue rustic malang 300 120jt-180jt akad+resepsi,cari_venue,rustic,malang,120000000,180000000,300,akad+resepsi,ballroom,pagi
dekor minang puncak 300 70jt-90jt akad rumah,cari_dekor,minang,puncak,70000000,90000000,300,akad,rumah,malam
catering melayu pekanbaru 350 80jt-100jt akad+resepsi taman,cari_catering,melayu,pekanbaru,80000000,100000000,350,akad+resepsi,taman,
catering mix_sunda_jawa surakarta 120 resepsi kebun,cari_catering,mix_sunda_jawa,surakarta,0,10000000,120,resepsi,kebun,
paket mix_sunda_jawa surabaya 350 100jt-150jt,cari_rekomendasi_paket,mix_sunda_jawa,surabaya,100000000,150000000,350,lamaran+akad,outdoor,minggu
catering minang yogyakarta 500 akad hotel,cari_catering,minang,yogyakarta,150000000,200000000,500,akad,hotel,minggu
dekor modern bandung 300 30jt-40jt lamaran pantai,cari_dekor,modern,bandung,30000000,40000000,300,lamaran,pantai,
dekor minang pekanbaru 500 40jt-50jt resepsi masjid,cari_dekor,minang,pekanbaru,40000000,50000000,500,resepsi,masjid,
vendor melayu semarang 500 <= 20jt akad+resepsi taman,cari_vendor,melayu,semarang,0,20000000,500,akad+resepsi,taman,minggu
catering bugis bogor 30 akad ballroom,cari_catering,bugis,bogor,80000000,100000000,30,akad,ballroom,minggu
vendor modern depok 550 180jt-250jt lamaran+akad rooftop,cari_vendor,modern,depok,180000000,250000000,550,lamaran+akad,rooftop,weekday
vendor melayu jakarta timur 450 90jt-120jt masjid siang,cari_vendor,melayu,jakarta timur,90000000,120000000,450,resepsi,masjid,siang
vendor sunda jakarta pusat 50 30jt-50jt akad+resepsi,cari_vendor,sunda,jakarta pusat,30000000,50000000,50,akad+resepsi,restoran,
cek internasional jakarta pusat 350 5jt-10jt akad+resepsi,tanya_kemungkinan,internasional,jakarta pusat,5000000,10000000,350,akad+resepsi,masjid,minggu
dekor minimalis bekasi 150 90jt-120jt akad+resepsi ballroom,cari_dekor,minimalis,bekasi,90000000,120000000,150,akad+resepsi,ballroom,
catering mix_sunda_jawa pekanbaru 500 200jt-300jt lamaran pantai minggu,cari_catering,mix_sunda_jawa,pekanbaru,200000000,300000000,500,lamaran,pantai,minggu
dekor bugis bogor 500 40jt-60jt akad+resepsi rooftop,cari_dekor,bugis,bogor,40000000,60000000,500,akad+resepsi,rooftop,
